"run","alpha","kd_temperature","distil_accuracy","distil_f1","hybrid_accuracy","retention","teacher_usage_pct","selected_tau","hypothesis_met","hybrid_throughput","best_tau_under_30pct","best_retention_under_30pct","best_accuracy_under_30pct","best_teacher_pct_under_30pct"
"results_v2_sweep_a0p5_t2","0.5","2","0.835743801652893","0.827108090318182","0.866735537190083","0.98358733880422","17.2520661157025","0.73","True","423.100755343852","0.84","0.996483001172333","0.878099173553719","27.4793388429752"
"results_v2_sweep_a0p3_t1p5","0.3","1.5","0.829545454545455","0.819545134341569","0.865702479338843","0.982415005861665","17.4586776859504","0.72","True","415.030264570038","0.84","0.995310668229777","0.877066115702479","29.2355371900826"
"results_v2_sweep_a0p5_t1p5","0.5","1.5","0.84504132231405","0.834331174049884","0.863636363636364","0.980070339976553","14.2561983471074","0.73","True","445.826115477711","0.86","0.995310668229777","0.877066115702479","28.3057851239669"
"results_v2_sweep_a0p3_t2","0.3","2","0.833677685950413","0.825743337148138","0.856404958677686","0.971864009378664","12.8099173553719","0.67","False","443.674556110853","0.84","0.997655334114889","0.879132231404959","28.6157024793388"
"results_v2_sweep_a0p7_t1p5","0.7","1.5","0.851239669421488","0.838995286959537","0.854338842975207","0.969519343493552","10.7438016528926","0.7","False","454.924624961273","0.82","0.992966002344666","0.875","20.2479338842975"
"results_v2_sweep_a0p7_t2","0.7","2","0.850206611570248","0.837607528664608","0.853305785123967","0.968347010550996","9.91735537190083","0.69","False","477.649566077531","0.88","0.994138335287222","0.87603305785124","28.3057851239669"
